Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Disney Sports Football,GBA,2002,Sports,Unknown,0.01,0.01,0,62,4,,,Konami,E
Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0,,,,,FAKT Software,E
Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,0,0,0,,,,,"",""
X-Men: The Official Game,PS2,2006,Action,Activision,0.2,0.16,0.05,52,44,7.5,20,"Z-Axis, Ltd.",T
Iron Man,PS3,2008,Action,Sega,0.32,0.25,0.11,42,27,6.2,45,Secret Level,T
Spider-Man: Web of Shadows,PC,2008,Action,Activision,0,0.02,0,52,11,7.8,57,"Treyarch, Shaba Games",T
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,0.09,0.07,0.02,84,54,6.4,42,Nippon Ichi Software,T
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0.01,44,8,4.6,41,Ubisoft Shanghai,T
Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0,0,0,,,,,"",""
Tamagotchi Party On!,Wii,2006,Misc,Namco Bandai Games,0.12,0,0.01,,,,,"",""
Super Mario Bros. 2,NES,1988,Platform,Nintendo,5.39,1.18,0.19,,,,,"",""
Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0.01,73,47,8,8,2015,M
WWE Day of Reckoning,GC,2004,Fighting,THQ,0.35,0.09,0.01,79,47,9.1,81,Yuke's,T
Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value,0.13,0.11,0.04,,,,,Sand Grain Studios,T
Midway Arcade Treasures,XB,2003,Misc,Midway Games,0.33,0.08,0.01,74,22,,,Midway,T
Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0.03,0,0,62,13,,,Ivolgamus,E
Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.05,0.01,78,14,7.5,19,Sunflowers Interactive,E
Inazuma Eleven 2,DS,2009,Role-Playing,Nintendo,0,0.19,0.03,,,,,"",""
NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0.53,0.02,0.09,78,18,7.7,18,EA Sports,E
The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0.22,57,9,7.3,10,Maxis,T
OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0,0.06,0.01,,,,,"",""
What's Cooking? Jamie Oliver,DS,2008,Simulation,Atari,0.2,0.01,0.02,,,,,"",""
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,0.05,0.01,64,10,7.1,12,Gaming Minds Studios,T
Super Mario World,GBA,2001,Platform,Nintendo,3.21,1.11,0.2,,,,,"",""
Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft,0.12,0.14,0.05,,,,,"",""
Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.01,82,24,8.2,24,Wow Entertainment,E
Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0.07,74,16,7.8,12,Volition Inc.,T
Wacky Races: Crash & Dash,DS,2008,Racing,Eidos Interactive,0.19,0,0.01,,,,,"",""
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0.02,54,55,6.2,195,Visceral Games,M
Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.17,78,86,8.9,513,Guerilla Cambridge,M
Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0.15,76,48,8,70,Gearbox Software,M
Charm Girls Club: My Perfect Prom,DS,2009,Simulation,Electronic Arts,0.11,0,0.01,,,,,Griptonite Games,E
Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,0.05,0.02,0,66,5,,,Altron,E
Downstream Panic!,PSP,2008,Action,Atari,0.03,0,0,,,,,"",""
Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0,79,17,8.8,9,Capcom,E
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013,Strategy,Namco Bandai Games,0,0,0,,,,,"",""
Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,Square Enix,0,0,0,,,,,"",""
Great Edo Blacksmith,PSV,2014,Adventure,Nippon Ichi Software,0,0,0,,,,,"",""
Quake II,PS,1998,Shooter,Activision,0.23,0.16,0.03,,,,,"",""
Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0.01,79,14,,,Zed Two Limited,E
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,0.04,0,76,12,4.3,286,Konami,E
TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0.04,68,7,,,Hijinx Studios,E
Bee Movie Game,X360,2007,Action,Activision,0.16,0,0.01,71,25,5.8,13,Beenox,E
Tomb Raider: The Last Revelation,PC,1998,Action,Eidos Interactive,0.41,0,0,,,8.6,50,Core Design Ltd.,T
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,Namco Bandai Games,0,0,0,,,,,"",""
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,0,0,0,,,,,"",""
Madden NFL 16,X360,2015,Sports,Electronic Arts,0.85,0.02,0.1,,,5.1,12,EA Sports,E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.01,72,31,6,6,Traveller's Tales,T
God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,0,0,0,,,,,"",""
Micro Machines V4,PS2,2006,Racing,Codemasters,0.01,0,0,64,35,6.8,8,Supersonic Software,E
ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.08,77,70,7.7,758,Ubisoft Montpellier,M
A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0,0,0,65,4,,,Artdink,E10+
Street Fighter IV,PC,,Fighting,Capcom,0.07,0.05,0.02,91,23,8,352,Capcom,T
SoulCalibur Legends (JP sales),Wii,2007,Action,Namco Bandai Games,0,0,0,,,,,"",""
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007,Misc,505 Games,0.15,0,0.01,,,,,"",""
Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0.13,,,,,"",""
Ultraman Fighting Evolution 0,PSP,2006,Fighting,Banpresto,0,0,0,,,,,"",""
Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0,0,0,,,,,"",""
Castlevania Bloodlines,GEN,1994,Platform,Konami Digital Entertainment,0,0,0,,,,,"",""
Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0.02,,,,,"",""
Taiko no Tatsujin: Wii U Version!,WiiU,2013,Misc,Namco Bandai Games,0,0,0,,,,,"",""
Hannah Montana: The Movie,DS,2009,Adventure,Disney Interactive Studios,0.38,0.25,0.07,,,,,n-Space,E
Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.07,0,0.01,61,4,,,Now Production,E
Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.07,57,43,6.3,192,Techland,M
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0.02,71,17,8.5,11,Appaloosa Interactive,E
Gekka Ryouran Romance,PSP,2011,Adventure,Idea Factory,0,0,0,,,,,"",""
Minority Report: Everybody Runs,XB,2002,Action,Activision,0.07,0.02,0,54,18,5,4,Treyarch,T
Terraria,PS3,2013,Action,505 Games,0.07,0.2,0.05,81,12,7.9,70,Engine Software,T
Suzuki Super-Bikes II: Riding Challenge,DS,2008,Racing,Valcon Games,0.05,0,0,,,,,Kuju Entertainment,E
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.54,61,21,,,Digital Eclipse,E10+
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0,0,79,15,8,15,DreamRift,E
Super Street Fighter II,GEN,1993,Fighting,Capcom,0,0,0,,,,,"",""
Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,0,0,0,,,,,Omega Force,T
ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.06,0,0,,,,,"",""
Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,0,0,0,,,,,"",""
The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.11,0.02,,,,,"",""
Skylanders: Trap Team,Wii,2014,Action,Activision,0.41,0.46,0.08,,,,,Toys for Bob,E10+
Onechanbara Special,PSP,2011,Action,D3Publisher,0,0,0,,,,,"",""
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,49,7,6.3,4,Rising Star Games,E
Shining Force II,GEN,1993,Strategy,Sega,0,0,0,,,,,"",""
Mafia II,PC,2010,Action,Take-Two Interactive,0.17,0.17,0.05,77,46,7.9,1238,2K Czech,M
Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works,0,0,0,,,,,"",""
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0,0,0,,,,,"",""
North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,0.33,0,0.03,,,,,Arcade Moon,T
Freekstyle,PS2,2002,Racing,Electronic Arts,0.52,0.41,0.14,81,25,7.3,14,Page 44 Studios,E
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,Sega,0,0,0,,,,,"",""
Wolfenstein: The New Order,X360,2014,Shooter,Bethesda Softworks,0.18,0.17,0.03,,,7.4,98,MachineGames,M
Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,0,1.1,0.39,,,,,"",""
Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0,0,0,,,,,"",""
Smiley World: Island Challenge,DS,2009,Puzzle,Zoo Digital Publishing,0.01,0,0,,,,,Frame Studios Interactive,E
Project Setsuna,PSV,2016,Role-Playing,Square Enix,0,0,0,,,,,"",""
FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0.36,,,6.6,7,EA Sports,E
Power Pro Kun Pocket 3,GBA,2001,Sports,Konami Digital Entertainment,0,0,0.01,,,,,"",""
Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0.07,76,71,4.2,3742,Creative Assembly,T
Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0,0.02,0,69,21,,,Monolith Soft,""
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.11,0.16,0.05,69,50,4.7,578,EA DICE,T
Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0.07,,,,,"",""
South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,0.19,0.05,0,,,,,"",""
Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,0.09,0,0.01,,,,,Knowledge Adventure Inc.,E
World Championship Pool 2004,XB,2003,Sports,Jaleco,0.03,0.01,0,67,11,,,Blade Interactive,E
F1 Race Stars,PS3,2012,Racing,Codemasters,0.06,0.19,0.06,61,27,5.6,34,Codemasters,E
AKB1/48: Idol to Guam de Koishitara...,X360,,Misc,N/A,0,0,0,,,,,"",""
Atelier Rorona: Alchemist of Arland,PS3,2009,Role-Playing,Nippon Ichi Software,0.22,0.1,0.05,,,,,"",""
Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,0.01,0,61,6,5,42,Juice Games,T
Petz Pony: Beauty Pageant,DS,2009,Simulation,Ubisoft,0.18,0,0.01,,,,,HotGen,E
All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0,0,0,,,,,"",""
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,0.24,0.03,0.02,72,37,8.5,40,Spike,T
Race Driver: Create & Race,DS,2007,Racing,Codemasters,0.01,0,0,,,,,"",""
Sonic & All-Stars Racing Transformed,PSV,2012,Racing,Sega,0.09,0.2,0.09,,,,,"",""
Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,0.04,0,0,,,7.8,17,"Neverland, Idea Factory",T
Sniper Elite 3,PS4,2014,Shooter,505 Games,0.24,0.34,0.11,67,41,7.1,178,Rebellion,M
NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0,0.01,69,13,3,13,SCEA San Diego Studios,E
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0.02,,,,,Harmonix Music Systems,T
Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.12,0,0.01,,,6.5,4,High Voltage Software,E
NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0.01,89,17,8.8,5,EA Sports,E
NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0.06,,,,,"",""
Onechanbara Z Kagura,PS3,2013,Action,D3Publisher,0,0,0,,,,,"",""
Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,5.54,5.73,1.57,88,39,3.2,5234,"Infinity Ward, Sledgehammer Games",M
Kuroshitsuji: Phantom & Ghost,DS,2009,Action,Square Enix,0,0,0,,,,,"",""
Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft,0.05,0.01,0,,,,,"",""
LEGO Harry Potter: Years 5-7,DS,,Action,Warner Bros. Interactive Entertainment,0.34,0.25,0.07,69,4,,,Traveller's Tales,E10+
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0,0,63,27,6.6,10,Tri-Crescendo,E10+
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0,0,0,,,,,"",""
"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,0,0.45,0.02,85,67,8.1,1502,Relic,M
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.1,0.17,0.05,75,39,5.4,555,Lionhead Studios,M
Battlefield 3,X360,2011,Shooter,Electronic Arts,4.46,2.11,0.69,84,57,7.4,2142,EA DICE,M
Diabolik Lovers: More Blood,PSP,2013,Adventure,Idea Factory,0,0,0,,,,,"",""
Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.02,71,32,8.5,24,"Luxoflux, Inc.",E
Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.02,,,,,"",""
Disney's Meet the Robinsons,X360,2007,Action,Disney Interactive Studios,0.07,0,0.01,65,21,,,Buena Vista Games,E10+
World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0.03,,,,,Left Field Productions,T
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0,0.03,0.01,72,11,3.9,24,Bright Future GmbH,E
Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,Namco Bandai Games,0,0,0,,,,,"",""
Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0.01,64,27,5.3,20,Tantalus Interactive,M
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,0.88,0.26,0.1,75,54,8.2,267,Square Enix,E10+
Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0.19,82,19,7.4,20,Kush Games,E
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Platform,Epoch,0,0,0.06,,,,,"",""
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.33,0.17,89,81,8.9,1441,From Software,M
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016,Action,Square Enix,0,0,0,,,,,"",""
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,74,42,7.9,13,Access Games,T
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.44,87,26,6.3,616,EA Canada,E
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015,Action,Namco Bandai Games,0,0,0,,,,,"",""
Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,0.41,0.14,75,69,5.6,382,Intelligent Systems,E
SSX On Tour,GC,2005,Sports,Electronic Arts,0.13,0.03,0,80,27,7.5,14,EA Canada,E
Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0,0,0,,,,,"",""
Period Cube: Torikago no Amadeus,PSV,2016,Action,Idea Factory,0,0,0,,,,,"",""
428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0,0,0,,,,,"",""
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0.01,84,12,8.4,5,Kush Games,E
Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games,0,0,0,,,,,"",""
NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0.02,57,11,4,4,989 Sports,E
Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts,1,0.43,0.06,81,18,6.9,23,EA LA,T
Retro Game Challenge (US sales),DS,2007,Action,Namco Bandai Games,0.09,0,0,,,,,"",""
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.06,83,49,8.6,59,Vanilla Ware,T
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0.01,72,24,7.8,12,Ubisoft Romania,T
NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0.03,,,,,"",""
Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,0.16,0.01,0.01,79,21,8.8,45,Atlus,T
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008,Adventure,Alchemist,0,0,0,,,,,"",""
The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0,0.19,0.01,,,,,"",""
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0,67,23,8.2,50,5pb,M
Gotouchi Kenkei DS,DS,2006,Misc,Spike,0,0,0,,,,,"",""
Prehistorik Man,GBA,2001,Platform,THQ,0.01,0.01,0,69,11,,,Titus Software,E
Resident Evil,PS3,2006,Action,Capcom,0,0,0,,,,,"",""
Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.18,0.02,0.02,80,38,7.9,59,Backbone Entertainment,E10+
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0,0,,,,,"",""
Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.05,,,,,"",""
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.01,61,12,8,5,Aki Corp.,T
Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,0.05,0,0,,,,,Ubisoft,E
The Simpsons: Hit & Run,GC,2003,Racing,Vivendi Games,0.77,0.2,0.03,,,,,"",""
School Days LxH,PS2,2008,Adventure,Interchannel,0,0,0,,,,,"",""
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0,0,0,,,,,"",""
Unreal Championship 2: The Liandri Conflict,XB,,Shooter,Midway Games,0.22,0.05,0.01,85,54,8.2,21,Epic Games,M
Culdcept Revolt,3DS,2016,Strategy,Nintendo,0,0,0,,,,,"",""
Silent Scope 3,PS2,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0.02,61,12,,,KCET,M
My Healthy Cooking Coach,DS,,Simulation,Unknown,0.09,0,0.01,,,,,Ubisoft,E
One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0,0,0,,,,,"",""
Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.09,0.01,75,51,7,351,Haemimont,T
A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0,0.03,0.01,53,40,4,110,Cyanide,""
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,Play It,0.16,0.12,0.04,,,,,"",""
Halloween,2600,1982,Action,Wizard Video Games,0.58,0.03,0.01,,,,,"",""
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0,0.02,,,,,"",""
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.1,0.02,68,30,6.7,118,2K Marin,M
Fabulous Finds,DS,2009,Puzzle,ValuSoft,0.1,0,0.01,,,,,THQ,E
How to Train Your Dragon 2,3DS,2014,Adventure,Little Orbit,0.04,0.19,0.02,,,,,Torus Games,E10+
Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.01,70,12,9.2,60,Marvelous,E
Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,0.13,0.07,0.02,,,,,"",""
Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0.02,77,53,7.4,20,Treyarch,T
Jikkyou Powerful Pro Yakyuu 12,GC,2005,Sports,Konami Digital Entertainment,0,0,0,,,,,"",""
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.12,0.05,0,,,,,"",""
Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0.01,51,15,5.9,14,AQ Interactive,E
Choro Q2,PS,1997,Racing,Takara,0,0,0.02,,,,,"",""
B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0,0,38,4,,,SkyRiver Studios,E10+
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.17,0.13,0.04,65,15,8.1,7,Core Design Ltd.,T
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,1.38,0.05,0.02,,,,,"",""
Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,0.48,0,0.04,,,,,ValuSoft,E
Record of Agarest War: Marriage,PSP,2012,Role-Playing,Compile Heart,0,0,0,,,,,"",""
Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0.01,,,,,"",""
Avatar: The Game,Wii,2009,Action,Ubisoft,0.32,0.32,0.07,,,,,"",""
GRID,DS,,Racing,Codemasters,0.04,0,0,79,19,8.1,15,Firebrand Games,E
Star Wars: Clone Wars,GC,2002,Shooter,Activision,0.31,0.08,0.01,,,,,"",""
Exstetra,3DS,2013,Role-Playing,FuRyu,0,0,0,,,,,"",""
NASCAR Heat 2002,GBA,2002,Racing,Infogrames,0.12,0.04,0,52,4,,,Crawfish Interactive,E
Style Book: Cinnamoroll,DS,2006,Misc,Namco Bandai Games,0,0,0,,,,,"",""
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0.01,47,5,5.5,6,Telltale Games,M
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.15,0.04,59,35,5.5,22,Blitz Games Studios,E
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.01,71,4,,,Digital Illusions,E
Airport Simulator,PC,2011,Simulation,Unknown,0,0.02,0,,,,,"",""
Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,Namco Bandai Games,0,0,0,,,,,"",""
PhotoKano,PSV,2013,Adventure,Kadokawa Shoten,0,0,0,,,,,"",""
WipeOut 3 The Game,WiiU,2012,Action,Activision,0.11,0,0.01,,,,,"",""
Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision,0.16,0.13,0.04,77,19,8.4,15,Treyarch,E
The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,,,,,Alpha Unit,E
Darkstone,PS,2001,Role-Playing,Electronic Arts,0.37,0.25,0.04,58,10,8.3,12,Delphine Software International,T
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0.06,65,8,7.3,8,THQ,E
Disney Infinity,3DS,2013,Action,Disney Interactive Studios,0.17,0.1,0.02,,,,,"",""
XGRA: Extreme G Racing Association,GC,2003,Racing,Acclaim Entertainment,0.02,0,0,69,13,7,5,Acclaim Studios Cheltenham,T
Red Faction II,PS2,2002,Shooter,THQ,0.49,0.78,0.23,84,30,8.3,35,Volition Inc.,M
Borderlands,X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.29,84,83,8.2,715,Gearbox Software,M
Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,0,0,0,,,,,"",""
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,0.13,0,0.01,68,18,6,4,Media Vision,E
Rhythm Tengoku,GBA,2006,Misc,Nintendo,0,0,0.01,,,,,"",""
TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0,0,71,30,7.6,124,Saber Interactive,M
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,0.09,0.02,0,59,5,7.5,6,Sand Grain Studios,T
Major League Baseball 2K9,PSP,2009,Sports,Spike,0.08,0,0.01,,,,,2K Sports,E
Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0.01,63,23,5.3,7,5000ft,T
The Evil Within,PC,2014,Action,Bethesda Softworks,0.1,0.16,0.02,68,18,5.9,721,Tango Gameworks,M
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.3,0.12,78,37,7,49,Yuke's,T
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.03,68,37,8.9,46,Capcom,T
Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios,0.17,0.05,0.03,,,,,Zoe Mode,E
Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,Tecmo Koei,0.04,0.03,0.01,50,11,8,9,Koei,T
The Urbz: Sims In the City (US weekly sales),DS,2004,Simulation,Electronic Arts,0.26,0,0.02,,,,,"",""
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.07,0,0.02,77,22,6.1,55,Digital Eclipse,E
Emily the Strange: Strangerous,DS,2011,Action,DTP Entertainment,0.04,0.02,0.01,,,,,exozet,E10+
Western Riding Academy,DS,2010,Simulation,Destineer,0.06,0,0,,,,,Snapdragon,E
Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,0,0,0,,,,,"",""
LittleBigPlanet PS Vita,PSV,2012,Platform,Sony Computer Entertainment,0.35,0.61,0.27,88,71,8.6,348,"Tarsier Studios, Double Eleven",E
Disney's Extreme Skate Adventure,GBA,2003,Sports,Activision,0.2,0.08,0.01,70,6,,,Vicarious Visions,E
The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,0.7,0.58,0.07,,,,,"",""
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.09,63,15,8.9,23,Genki,E
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0,0,0,,,,,"",""
Spy Kids Challenger,GBA,2002,Platform,Disney Interactive Studios,0.18,0.07,0,,,,,"",""
Sega Casino,DS,2005,Misc,Sega,0.08,0,0.01,61,13,,,TOSE,T
NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.09,0.06,,,1.6,45,EA Sports,E10+
Gears of War 4,XOne,2016,Shooter,Microsoft Game Studios,0.78,0.44,0.12,84,96,6.2,815,The Coalition,M
Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0.01,0.01,75,25,8.3,31,Renegade Kid,M
LEGO Indiana Jones 2: The Adventure Continues,PSP,2009,Action,Activision,0.21,0.23,0.14,,,,,Traveller's Tales,E10+
Saints Row IV,PS3,2013,Action,Deep Silver,0.56,0.41,0.19,76,26,6.3,278,Volition Inc.,M
